province,district,month,cloud_cover_pct
Sakarya,Karapürçek,12,64.26
Sakarya,Karasu,1,68.53
Sakarya,Karasu,2,66.61
Sakarya,Karasu,3,65.31
Sakarya,Karasu,4,53.28
Sakarya,Karasu,5,54.45
Sakarya,Karasu,6,44.86
Sakarya,Karasu,7,26.7
Sakarya,Karasu,8,28.79
Sakarya,Karasu,9,40.7
Sakarya,Karasu,10,51.49
Sakarya,Karasu,11,58.15
Sakarya,Karasu,12,63.73
Sakarya,Kaynarca,1,68.94
Sakarya,Kaynarca,2,67.13
Sakarya,Kaynarca,3,66.78
Sakarya,Kaynarca,4,54.24
Sakarya,Kaynarca,5,55.73
Sakarya,Kaynarca,6,48.27
Sakarya,Kaynarca,7,29.92
Sakarya,Kaynarca,8,31.6
Sakarya,Kaynarca,9,43.35
Sakarya,Kaynarca,10,55.44
Sakarya,Kaynarca,11,61.22
Sakarya,Kaynarca,12,65.52
Sakarya,Kocaali,1,67.56
Sakarya,Kocaali,2,66.48
Sakarya,Kocaali,3,65.74
Sakarya,Kocaali,4,53.29
Sakarya,Kocaali,5,55.47
Sakarya,Kocaali,6,46.56
Sakarya,Kocaali,7,27.98
Sakarya,Kocaali,8,29.12
Sakarya,Kocaali,9,40.5
Sakarya,Kocaali,10,50.61
Sakarya,Kocaali,11,56.63
Sakarya,Kocaali,12,63.39
Sakarya,Merkez,1,68.94
Sakarya,Merkez,2,67.13
Sakarya,Merkez,3,66.78
Sakarya,Merkez,4,54.24
Sakarya,Merkez,5,55.73
Sakarya,Merkez,6,48.27
Sakarya,Merkez,7,29.92
Sakarya,Merkez,8,31.6
Sakarya,Merkez,9,43.35
Sakarya,Merkez,10,55.44
Sakarya,Merkez,11,61.22
Sakarya,Merkez,12,65.52
Sakarya,Pamukova,1,68.25
Sakarya,Pamukova,2,66.48
Sakarya,Pamukova,3,67.75
Sakarya,Pamukova,4,54.14
Sakarya,Pamukova,5,56.63
Sakarya,Pamukova,6,48.91
Sakarya,Pamukova,7,30.5
Sakarya,Pamukova,8,32.99
Sakarya,Pamukova,9,40.68
Sakarya,Pamukova,10,52.87
Sakarya,Pamukova,11,58.69
Sakarya,Pamukova,12,65.19
Sakarya,Sapanca,1,68.72
Sakarya,Sapanca,2,67.37
Sakarya,Sapanca,3,68.14
Sakarya,Sapanca,4,56.29
Sakarya,Sapanca,5,57.78
Sakarya,Sapanca,6,50.28
Sakarya,Sapanca,7,32.3
Sakarya,Sapanca,8,34.08
Sakarya,Sapanca,9,44.22
Sakarya,Sapanca,10,55.46
Sakarya,Sapanca,11,60.28
Sakarya,Sapanca,12,65.98
Isparta,Sütçüler,1,57.68
Isparta,Sütçüler,2,51.96
Isparta,Sütçüler,3,52.09
Isparta,Sütçüler,4,43.89
Isparta,Sütçüler,5,39.31
Isparta,Sütçüler,6,25.86
Isparta,Sütçüler,7,8.63
Isparta,Sütçüler,8,11.11
Isparta,Sütçüler,9,15.52
Isparta,Sütçüler,10,26.6
Isparta,Sütçüler,11,39.48
Isparta,Sütçüler,12,52.15
Isparta,Uluborlu,1,62.49
Isparta,Uluborlu,2,55.05
Isparta,Uluborlu,3,57.36
Isparta,Uluborlu,4,46.32
Isparta,Uluborlu,5,43.46
Isparta,Uluborlu,6,30.71
Isparta,Uluborlu,7,10.39
Isparta,Uluborlu,8,12.11
Isparta,Uluborlu,9,18.18
Isparta,Uluborlu,10,28.05
Isparta,Uluborlu,11,42.22
Isparta,Uluborlu,12,54.4
Isparta,Yalvaç,1,60.42
Isparta,Yalvaç,2,53.03
Isparta,Yalvaç,3,55.79
Isparta,Yalvaç,4,45.96
Isparta,Yalvaç,5,43.32
Isparta,Yalvaç,6,31.26
Isparta,Yalvaç,7,10.11
Isparta,Yalvaç,8,12.02
Isparta,Yalvaç,9,17.62
Isparta,Yalvaç,10,28.78
Isparta,Yalvaç,11,40.63
Isparta,Yalvaç,12,53.67
Isparta,Yenişarbademli,1,64.45
Isparta,Yenişarbademli,2,56.42
Isparta,Yenişarbademli,3,57.81
Isparta,Yenişarbademli,4,47.66
Isparta,Yenişarbademli,5,43.05
Isparta,Yenişarbademli,6,29.72
Isparta,Yenişarbademli,7,10.09
Isparta,Yenişarbademli,8,12.22
Isparta,Yenişarbademli,9,18.42
Isparta,Yenişarbademli,10,31.01
Isparta,Yenişarbademli,11,43.88
Isparta,Yenişarbademli,12,59.04
Isparta,Şarkikaraağaç,1,62.98
Isparta,Şarkikaraağaç,2,55.87
Isparta,Şarkikaraağaç,3,56.98
Isparta,Şarkikaraağaç,4,47.13
Isparta,Şarkikaraağaç,5,42.81
Isparta,Şarkikaraağaç,6,30.34
Isparta,Şarkikaraağaç,7,11.0
Isparta,Şarkikaraağaç,8,12.41
Isparta,Şarkikaraağaç,9,17.87
Isparta,Şarkikaraağaç,10,30.26
Isparta,Şarkikaraağaç,11,42.69
Isparta,Şarkikaraağaç,12,56.59
Istanbul,Adalar,1,67.5
Istanbul,Adalar,2,63.08
Istanbul,Adalar,3,62.22
Istanbul,Adalar,4,48.63
Istanbul,Adalar,5,51.11
Istanbul,Adalar,6,38.66
Istanbul,Adalar,7,18.63
Istanbul,Adalar,8,21.74
Istanbul,Adalar,9,34.75
Istanbul,Adalar,10,46.26
Istanbul,Adalar,11,56.22
Istanbul,Adalar,12,62.82
Istanbul,Arnavutkoy,1,69.89
Istanbul,Arnavutkoy,2,66.31
Istanbul,Arnavutkoy,3,64.64
Istanbul,Arnavutkoy,4,49.4
Istanbul,Arnavutkoy,5,53.39
Istanbul,Arnavutkoy,6,41.22
Istanbul,Arnavutkoy,7,21.73
Istanbul,Arnavutkoy,8,25.89
Istanbul,Arnavutkoy,9,40.14
Istanbul,Arnavutkoy,10,52.93
Istanbul,Arnavutkoy,11,62.65
Istanbul,Arnavutkoy,12,66.09
Istanbul,Atasehir,1,68.92
Istanbul,Atasehir,2,64.69
Istanbul,Atasehir,3,63.43
Istanbul,Atasehir,4,49.43
Istanbul,Atasehir,5,52.48
Istanbul,Atasehir,6,40.06
Istanbul,Atasehir,7,21.12
Istanbul,Atasehir,8,24.11
Istanbul,Atasehir,9,37.09
Istanbul,Atasehir,10,49.13
Istanbul,Atasehir,11,58.9
Istanbul,Atasehir,12,64.21
Istanbul,Avcılar,1,67.56
Istanbul,Avcılar,2,64.41
Istanbul,Avcılar,3,62.18
Istanbul,Avcılar,4,48.09
Istanbul,Avcılar,5,51.37
Istanbul,Avcılar,6,37.7
Istanbul,Avcılar,7,18.5
Istanbul,Avcılar,8,21.89
Istanbul,Avcılar,9,36.56
Istanbul,Avcılar,10,48.84
Istanbul,Avcılar,11,58.7
Istanbul,Avcılar,12,63.49
Istanbul,Bahçelievler,1,68.07
Istanbul,Bahçelievler,2,64.11
Istanbul,Bahçelievler,3,62.47
Istanbul,Bahçelievler,4,48.54
Istanbul,Bahçelievler,5,51.34
Istanbul,Bahçelievler,6,37.82
Istanbul,Bahçelievler,7,18.29
Istanbul,Bahçelievler,8,21.57
Istanbul,Bahçelievler,9,35.68
Istanbul,Bahçelievler,10,47.89
Istanbul,Bahçelievler,11,58.09
Istanbul,Bahçelievler,12,63.44
Kütahya,Dumlupınar,1,64.44
Kütahya,Dumlupınar,2,59.81
Kütahya,Dumlupınar,3,61.75
Kütahya,Dumlupınar,4,47.8
Kütahya,Dumlupınar,5,49.34
Kütahya,Dumlupınar,6,38.19
Kütahya,Dumlupınar,7,15.62
Kütahya,Dumlupınar,8,18.52
Kütahya,Dumlupınar,9,25.81
Kütahya,Dumlupınar,10,36.17
Kütahya,Dumlupınar,11,46.0
Kütahya,Dumlupınar,12,57.01
Kütahya,Emet,1,64.3
Kütahya,Emet,2,61.29
Kütahya,Emet,3,62.77
Kütahya,Emet,4,49.93
Kütahya,Emet,5,50.27
Kütahya,Emet,6,38.31
Kütahya,Emet,7,13.98
Kütahya,Emet,8,16.79
Kütahya,Emet,9,27.44
Kütahya,Emet,10,36.63
Kütahya,Emet,11,46.6
Kütahya,Emet,12,58.28
Kütahya,Gediz,1,61.5
Kütahya,Gediz,2,58.08
Kütahya,Gediz,3,59.28
Kütahya,Gediz,4,46.61
Kütahya,Gediz,5,46.63
Kütahya,Gediz,6,34.06
Kütahya,Gediz,7,10.51
Kütahya,Gediz,8,12.93
Kütahya,Gediz,9,21.9
Kütahya,Gediz,10,31.43
Kütahya,Gediz,11,44.31
Kütahya,Gediz,12,55.9
Kütahya,Hisarcık,1,64.6
Kütahya,Hisarcık,2,61.63
Kütahya,Hisarcık,3,62.93
Kütahya,Hisarcık,4,49.79
Kütahya,Hisarcık,5,49.88
Kütahya,Hisarcık,6,38.08
Kütahya,Hisarcık,7,13.49
Kütahya,Hisarcık,8,16.13
Kütahya,Hisarcık,9,26.81
Kütahya,Hisarcık,10,36.04
Kütahya,Hisarcık,11,46.68
Kütahya,Hisarcık,12,58.53
Kütahya,Merkez,1,66.95
Kütahya,Merkez,2,63.48
Kütahya,Merkez,3,63.85
Kütahya,Merkez,4,50.5
Kütahya,Merkez,5,51.99
Kütahya,Merkez,6,41.2
Kütahya,Merkez,7,17.71
Kütahya,Merkez,8,21.04
Kütahya,Merkez,9,30.99
Kütahya,Merkez,10,42.7
Kütahya,Merkez,11,50.44
Kütahya,Merkez,12,60.7
Kütahya,Pazarlar,1,60.61
Kütahya,Pazarlar,2,58.28
Kütahya,Pazarlar,3,59.65
Kütahya,Pazarlar,4,46.22
Kütahya,Pazarlar,5,46.88
Kütahya,Pazarlar,6,33.63
Kütahya,Pazarlar,7,10.13
Kütahya,Pazarlar,8,12.88
Kütahya,Pazarlar,9,21.8
Kütahya,Pazarlar,10,31.1
Kütahya,Pazarlar,11,44.3
Kütahya,Pazarlar,12,54.7
Kütahya,Simav,1,66.19
Kütahya,Simav,2,62.9
Kütahya,Simav,3,63.13
Kütahya,Simav,4,49.82
Kütahya,Simav,5,50.32
Kütahya,Simav,6,37.87
Kütahya,Simav,7,11.9
Kütahya,Simav,8,14.39
Kütahya,Simav,9,25.6
Kütahya,Simav,10,37.02
Kütahya,Simav,11,49.35
Kütahya,Simav,12,61.4
Kütahya,Tavşanlı,1,63.8
Kütahya,Tavşanlı,2,61.45
Kütahya,Tavşanlı,3,62.61
Kütahya,Tavşanlı,4,50.21
Kütahya,Tavşanlı,5,51.0
Kütahya,Tavşanlı,6,38.99
Kütahya,Tavşanlı,7,14.69
Kütahya,Tavşanlı,8,17.42
Kütahya,Tavşanlı,9,28.05
Kütahya,Tavşanlı,10,37.6
Kütahya,Tavşanlı,11,47.81
Kütahya,Tavşanlı,12,58.71
Kütahya,Çavdarhisar,1,66.67
Kütahya,Çavdarhisar,2,61.68
Kütahya,Çavdarhisar,3,62.87
Kütahya,Çavdarhisar,4,49.48
Kütahya,Çavdarhisar,5,50.01
Kütahya,Çavdarhisar,6,39.31
Kütahya,Çavdarhisar,7,13.95
Kütahya,Çavdarhisar,8,16.8
Kütahya,Çavdarhisar,9,27.16
Kütahya,Çavdarhisar,10,37.72
Kütahya,Çavdarhisar,11,48.51
Kütahya,Çavdarhisar,12,60.68
Kütahya,Şaphane,1,60.68
Kütahya,Şaphane,2,57.71
Kütahya,Şaphane,3,59.11
Kütahya,Şaphane,4,46.17
Kütahya,Şaphane,5,46.46
Kütahya,Şaphane,6,33.58
Kütahya,Şaphane,7,10.12
Kütahya,Şaphane,8,12.76
Kütahya,Şaphane,9,21.6
Kütahya,Şaphane,10,30.65
Kütahya,Şaphane,11,44.07
Kütahya,Şaphane,12,54.82
Bilecik,Yenipazar,1,66.68
Bilecik,Yenipazar,2,63.98
Bilecik,Yenipazar,3,65.71
Bilecik,Yenipazar,4,53.73
Bilecik,Yenipazar,5,55.3
Bilecik,Yenipazar,6,47.03
Bilecik,Yenipazar,7,24.68
Bilecik,Yenipazar,8,26.69
Bilecik,Yenipazar,9,35.82
Bilecik,Yenipazar,10,47.98
Bilecik,Yenipazar,11,53.62
Bilecik,Yenipazar,12,61.99
Bilecik,İnhisar,1,66.61
Bilecik,İnhisar,2,64.04
Bilecik,İnhisar,3,65.09
Bilecik,İnhisar,4,52.97
Bilecik,İnhisar,5,54.24
Bilecik,İnhisar,6,45.41
Bilecik,İnhisar,7,23.81
Bilecik,İnhisar,8,26.66
Bilecik,İnhisar,9,36.14
Bilecik,İnhisar,10,47.44
Bilecik,İnhisar,11,53.22
Bilecik,İnhisar,12,61.4
Bingöl,Adaklı,1,62.33
Bingöl,Adaklı,2,54.18
Bingöl,Adaklı,3,63.42
Bingöl,Adaklı,4,52.6
Bingöl,Adaklı,5,46.92
Bingöl,Adaklı,6,22.09
Bingöl,Adaklı,7,8.4
Bingöl,Adaklı,8,8.74
Bingöl,Adaklı,9,14.09
Bingöl,Adaklı,10,33.85
Bingöl,Adaklı,11,46.59
Bingöl,Adaklı,12,54.67
Bingöl,Genç,1,62.18
Bingöl,Genç,2,54.0
Bingöl,Genç,3,63.11
Bingöl,Genç,4,51.34
Bingöl,Genç,5,43.01
Bingöl,Genç,6,18.74
Bingöl,Genç,7,7.04
Bingöl,Genç,8,7.35
Bingöl,Genç,9,11.62
Bingöl,Genç,10,31.3
Bingöl,Genç,11,45.05
Bingöl,Genç,12,52.71
Bingöl,Karlıova,1,62.0
Bingöl,Karlıova,2,54.44
Bingöl,Karlıova,3,64.48
Bingöl,Karlıova,4,53.61
Bingöl,Karlıova,5,48.95
Bingöl,Karlıova,6,23.15
Bingöl,Karlıova,7,11.27
Bingöl,Karlıova,8,11.28
Bingöl,Karlıova,9,15.44
Bingöl,Karlıova,10,34.56
Bingöl,Karlıova,11,48.1
Bingöl,Karlıova,12,55.54
Bingöl,Kiğı,1,64.87
Bingöl,Kiğı,2,56.28
Bingöl,Kiğı,3,64.4
Bingöl,Kiğı,4,53.24
Bingöl,Kiğı,5,48.61
Bingöl,Kiğı,6,22.6
Bingöl,Kiğı,7,8.33
Bingöl,Kiğı,8,9.0
Bingöl,Kiğı,9,14.43
Bingöl,Kiğı,10,34.82
Bingöl,Kiğı,11,48.76
Bingöl,Kiğı,12,58.04
Bingöl,Merkez,1,61.79
Bingöl,Merkez,2,53.4
Bingöl,Merkez,3,62.77
Bingöl,Merkez,4,51.79
Bingöl,Merkez,5,43.9
Bingöl,Merkez,6,19.47
Bingöl,Merkez,7,7.56
Bingöl,Merkez,8,7.6
Bingöl,Merkez,9,12.75
Bingöl,Merkez,10,31.54
Bingöl,Merkez,11,44.89
Bingöl,Merkez,12,52.09
Bingöl,Solhan,1,60.35
Bingöl,Solhan,2,53.48
Bingöl,Solhan,3,62.98
Bingöl,Solhan,4,52.17
Bingöl,Solhan,5,45.17
Bingöl,Solhan,6,21.06
Bingöl,Solhan,7,9.34
Bingöl,Solhan,8,8.78
Bingöl,Solhan,9,13.02
Bingöl,Solhan,10,32.07
Bingöl,Solhan,11,45.32
Bingöl,Solhan,12,53.21
Bingöl,Yayladere,1,64.51
Bingöl,Yayladere,2,55.61
Bingöl,Yayladere,3,63.35
Bingöl,Yayladere,4,52.77
Bingöl,Yayladere,5,47.16
Bingöl,Yayladere,6,21.81
Bingöl,Yayladere,7,7.89
Bingöl,Yayladere,8,8.48
Bingöl,Yayladere,9,13.47
Bingöl,Yayladere,10,34.05
Bingöl,Yayladere,11,48.52
Bingöl,Yayladere,12,58.92
Bingöl,Yedisu,1,66.64
Bingöl,Yedisu,2,57.87
Bingöl,Yedisu,3,66.14
Bingöl,Yedisu,4,54.33
Bingöl,Yedisu,5,51.19
Bingöl,Yedisu,6,25.15
Bingöl,Yedisu,7,11.17
Bingöl,Yedisu,8,11.34
Bingöl,Yedisu,9,16.17
Bingöl,Yedisu,10,37.17
Bingöl,Yedisu,11,50.89
Bingöl,Yedisu,12,60.83
Mersin,Anamur,1,54.25
Mersin,Anamur,2,46.36
Mersin,Anamur,3,42.99
Mersin,Anamur,4,34.21
Mersin,Anamur,5,28.05
Mersin,Anamur,6,13.48
Mersin,Anamur,7,6.11
Mersin,Anamur,8,8.04
Mersin,Anamur,9,9.35
Mersin,Anamur,10,24.78
Mersin,Anamur,11,37.33
Mersin,Anamur,12,50.53
Mersin,Aydıncık,1,51.72
Mersin,Aydıncık,2,46.23
Mersin,Aydıncık,3,42.39
Mersin,Aydıncık,4,35.73
Mersin,Aydıncık,5,29.67
Mersin,Aydıncık,6,17.47
Mersin,Aydıncık,7,8.42
Mersin,Aydıncık,8,10.67
Mersin,Aydıncık,9,9.37
Mersin,Aydıncık,10,24.41
Mersin,Aydıncık,11,36.94
Mersin,Aydıncık,12,47.94
Mersin,Bozyazı,1,52.33
Mersin,Bozyazı,2,45.88
Mersin,Bozyazı,3,42.21
Mersin,Bozyazı,4,33.61
Mersin,Bozyazı,5,27.5
Mersin,Bozyazı,6,13.02
Mersin,Bozyazı,7,5.38
Mersin,Bozyazı,8,6.8
Mersin,Bozyazı,9,8.27
Mersin,Bozyazı,10,23.84
Mersin,Bozyazı,11,37.26
Mersin,Bozyazı,12,49.26
Mersin,Erdemli,1,52.71
Mersin,Erdemli,2,46.62
Mersin,Erdemli,3,43.06
Mersin,Erdemli,4,39.44
Mersin,Erdemli,5,33.34
Mersin,Erdemli,6,21.74
Mersin,Erdemli,7,11.31
Mersin,Erdemli,8,11.69
Mersin,Erdemli,9,11.22
Mersin,Erdemli,10,25.15
Mersin,Erdemli,11,35.88
Mersin,Erdemli,12,47.22
Mersin,Gülnar,1,52.38
Mersin,Gülnar,2,47.67
Mersin,Gülnar,3,44.13
Mersin,Gülnar,4,37.58
Mersin,Gülnar,5,30.68
Mersin,Gülnar,6,16.82
Mersin,Gülnar,7,5.49
Mersin,Gülnar,8,7.28
Mersin,Gülnar,9,9.43
Mersin,Gülnar,10,25.31
Mersin,Gülnar,11,37.23
Mersin,Gülnar,12,48.84
Mersin,Merkez,1,53.21
Mersin,Merkez,2,47.78
Mersin,Merkez,3,46.21
Mersin,Merkez,4,40.98
Mersin,Merkez,5,35.58
Mersin,Merkez,6,23.58
Mersin,Merkez,7,13.85
Mersin,Merkez,8,14.34
Mersin,Merkez,9,12.72
Mersin,Merkez,10,25.56
Mersin,Merkez,11,36.4
Mersin,Merkez,12,47.47
Mersin,Mut,1,52.54
Mersin,Mut,2,47.13
Mersin,Mut,3,43.61
Mersin,Mut,4,36.59
Mersin,Mut,5,29.93
Mersin,Mut,6,15.95
Mersin,Mut,7,4.03
Mersin,Mut,8,4.73
Mersin,Mut,9,7.65
Mersin,Mut,10,23.32
Mersin,Mut,11,34.86
Mersin,Mut,12,47.7
Mersin,Silifke,1,50.19
Mersin,Silifke,2,46.0
Mersin,Silifke,3,41.39
Mersin,Silifke,4,37.43
Mersin,Silifke,5,31.05
Mersin,Silifke,6,18.26
Mersin,Silifke,7,7.72
Mersin,Silifke,8,8.8
Mersin,Silifke,9,9.84
Mersin,Silifke,10,24.67
Mersin,Silifke,11,35.65
Mersin,Silifke,12,46.16
Mersin,Tarsus,1,52.92
Mersin,Tarsus,2,48.05
Mersin,Tarsus,3,47.32
Mersin,Tarsus,4,43.43
Mersin,Tarsus,5,37.58
Mersin,Tarsus,6,26.86
Mersin,Tarsus,7,16.57
Mersin,Tarsus,8,17.96
Mersin,Tarsus,9,14.13
Mersin,Tarsus,10,26.12
Mersin,Tarsus,11,36.52
Mersin,Tarsus,12,46.83
Mersin,Çamlıyayla,1,57.8
Mersin,Çamlıyayla,2,53.99
Mersin,Çamlıyayla,3,57.49
Mersin,Çamlıyayla,4,49.42
Mersin,Çamlıyayla,5,43.17
Mersin,Çamlıyayla,6,29.63
Mersin,Çamlıyayla,7,12.72
Mersin,Çamlıyayla,8,16.09
Mersin,Çamlıyayla,9,15.63
Mersin,Çamlıyayla,10,29.8
Mersin,Çamlıyayla,11,43.16
Mersin,Çamlıyayla,12,53.93
Sivas,Koyulhisar,1,70.04
Sivas,Koyulhisar,2,61.8
Sivas,Koyulhisar,3,68.52
Sivas,Koyulhisar,4,60.22
Sivas,Koyulhisar,5,57.41
Sivas,Koyulhisar,6,51.44
Sivas,Koyulhisar,7,40.1
Sivas,Koyulhisar,8,41.07
Sivas,Koyulhisar,9,40.05
Sivas,Koyulhisar,10,49.79
Sivas,Koyulhisar,11,55.33
Sivas,Koyulhisar,12,62.96
Sivas,Merkez,1,66.34
Sivas,Merkez,2,58.54
Sivas,Merkez,3,63.27
Sivas,Merkez,4,54.26
Sivas,Merkez,5,49.91
Sivas,Merkez,6,36.0
Sivas,Merkez,7,19.48
Sivas,Merkez,8,17.46
Sivas,Merkez,9,22.62
Sivas,Merkez,10,37.94
Sivas,Merkez,11,46.67
Sivas,Merkez,12,59.13
Sivas,Suşehri,1,66.82
Sivas,Suşehri,2,56.79
Sivas,Suşehri,3,64.1
Sivas,Suşehri,4,56.48
Sivas,Suşehri,5,53.4
Sivas,Suşehri,6,38.76
Sivas,Suşehri,7,22.51
Sivas,Suşehri,8,20.91
Sivas,Suşehri,9,26.53
Sivas,Suşehri,10,41.53
Sivas,Suşehri,11,50.49
Sivas,Suşehri,12,60.88
Sivas,Ulaş,1,67.36
Sivas,Ulaş,2,59.69
Sivas,Ulaş,3,64.63
Sivas,Ulaş,4,54.68
Sivas,Ulaş,5,50.58
Sivas,Ulaş,6,35.33
Sivas,Ulaş,7,18.31
Sivas,Ulaş,8,16.39
Sivas,Ulaş,9,22.35
Sivas,Ulaş,10,38.5
Sivas,Ulaş,11,47.88
Sivas,Ulaş,12,61.38
Sivas,Yıldızeli,1,67.19
Sivas,Yıldızeli,2,61.34
Sivas,Yıldızeli,3,64.74
Sivas,Yıldızeli,4,55.66
Sivas,Yıldızeli,5,52.33
Sivas,Yıldızeli,6,40.83
Sivas,Yıldızeli,7,25.08
Sivas,Yıldızeli,8,22.07
Sivas,Yıldızeli,9,27.42
Sivas,Yıldızeli,10,41.75
Sivas,Yıldızeli,11,48.62
Sivas,Yıldızeli,12,60.76
Sivas,Zara,1,68.11
Sivas,Zara,2,59.7
Sivas,Zara,3,66.02
Sivas,Zara,4,55.83
Sivas,Zara,5,52.1
Sivas,Zara,6,36.98
Sivas,Zara,7,19.05
Sivas,Zara,8,16.54
Sivas,Zara,9,22.63
Sivas,Zara,10,38.93
Sivas,Zara,11,50.27
Sivas,Zara,12,61.68
Sivas,İmranlı,1,68.79
Sivas,İmranlı,2,60.19
Sivas,İmranlı,3,65.82
Sivas,İmranlı,4,55.92
Sivas,İmranlı,5,53.2
Sivas,İmranlı,6,35.21
Sivas,İmranlı,7,16.31
Sivas,İmranlı,8,15.57
Sivas,İmranlı,9,22.37
Sivas,İmranlı,10,39.78
Sivas,İmranlı,11,50.65
Sivas,İmranlı,12,62.32
Sivas,Şarkışla,1,64.89
Sivas,Şarkışla,2,58.6
Sivas,Şarkışla,3,62.2
Sivas,Şarkışla,4,53.22
Sivas,Şarkışla,5,49.19
Sivas,Şarkışla,6,35.04
Sivas,Şarkışla,7,17.91
Sivas,Şarkışla,8,15.52
Sivas,Şarkışla,9,21.47
Sivas,Şarkışla,10,37.46
Sivas,Şarkışla,11,45.98
Sivas,Şarkışla,12,57.69
Tekirdag,Hayrabolu,1,62.2
Tekirdag,Hayrabolu,2,60.85
Tekirdag,Hayrabolu,3,59.46
Tekirdag,Hayrabolu,4,46.84
Tekirdag,Hayrabolu,5,51.35
Tekirdag,Hayrabolu,6,36.78
Tekirdag,Hayrabolu,7,17.27
Tekirdag,Hayrabolu,8,16.73
Tekirdag,Hayrabolu,9,33.42
Tekirdag,Hayrabolu,10,43.98
Tekirdag,Hayrabolu,11,57.7
Tekirdag,Hayrabolu,12,61.08
Tekirdag,Malkara,1,61.56
Tekirdag,Malkara,2,60.31
Tekirdag,Malkara,3,58.37
Tekirdag,Malkara,4,46.12
Tekirdag,Malkara,5,50.68
Tekirdag,Malkara,6,36.04
Tekirdag,Malkara,7,15.74
Tekirdag,Malkara,8,16.43
Tekirdag,Malkara,9,31.45
Tekirdag,Malkara,10,42.55
Tekirdag,Malkara,11,56.69
Tekirdag,Malkara,12,61.1
Bolu,Kıbrıscık,1,65.26
Bolu,Kıbrıscık,2,62.21
Bolu,Kıbrıscık,3,63.44
Bolu,Kıbrıscık,4,52.67
Bolu,Kıbrıscık,5,53.53
Bolu,Kıbrıscık,6,42.57
Bolu,Kıbrıscık,7,19.87
Bolu,Kıbrıscık,8,20.37
Bolu,Kıbrıscık,9,29.02
Bolu,Kıbrıscık,10,39.17
Bolu,Kıbrıscık,11,49.2
Bolu,Kıbrıscık,12,60.13
Bolu,Mengen,1,67.55
Bolu,Mengen,2,67.14
Bolu,Mengen,3,67.91
Bolu,Mengen,4,56.78
Bolu,Mengen,5,59.55
Bolu,Mengen,6,54.38
Bolu,Mengen,7,36.02
Bolu,Mengen,8,35.37
Bolu,Mengen,9,40.89
Bolu,Mengen,10,51.98
Bolu,Mengen,11,54.05
Bolu,Mengen,12,62.25
Bolu,Merkez,1,68.37
Bolu,Merkez,2,67.25
Bolu,Merkez,3,68.6
Bolu,Merkez,4,57.39
Bolu,Merkez,5,59.79
Bolu,Merkez,6,52.56
Bolu,Merkez,7,33.14
Bolu,Merkez,8,34.02
Bolu,Merkez,9,41.61
Bolu,Merkez,10,50.55
Bolu,Merkez,11,54.05
Bolu,Merkez,12,63.21
Bolu,Mudurnu,1,69.38
Bolu,Mudurnu,2,67.82
Bolu,Mudurnu,3,68.88
Bolu,Mudurnu,4,57.49
Bolu,Mudurnu,5,60.13
Bolu,Mudurnu,6,55.01
Bolu,Mudurnu,7,35.53
Bolu,Mudurnu,8,35.29
Bolu,Mudurnu,9,44.22
Bolu,Mudurnu,10,52.81
Bolu,Mudurnu,11,56.9
Bolu,Mudurnu,12,64.27
Bolu,Seben,1,66.82
Bolu,Seben,2,64.07
Bolu,Seben,3,64.82
Bolu,Seben,4,54.47
Bolu,Seben,5,55.25
Bolu,Seben,6,44.67
Bolu,Seben,7,22.07
Bolu,Seben,8,23.12
Bolu,Seben,9,32.15
Bolu,Seben,10,41.82
Bolu,Seben,11,50.61
Bolu,Seben,12,61.44
Bolu,Yeniçağa,1,69.15
Bolu,Yeniçağa,2,67.82
Bolu,Yeniçağa,3,68.42
Bolu,Yeniçağa,4,57.96
Bolu,Yeniçağa,5,61.25
Bolu,Yeniçağa,6,54.41
Bolu,Yeniçağa,7,35.24
Bolu,Yeniçağa,8,35.22
Bolu,Yeniçağa,9,41.45
Bolu,Yeniçağa,10,51.5
Bolu,Yeniçağa,11,54.17
Bolu,Yeniçağa,12,63.44
Burdur,Altınyayla,1,57.06
Burdur,Altınyayla,2,51.72
Burdur,Altınyayla,3,51.82
Burdur,Altınyayla,4,41.84
Burdur,Altınyayla,5,39.06
Burdur,Altınyayla,6,24.91
Burdur,Altınyayla,7,9.93
Burdur,Altınyayla,8,12.33
Burdur,Altınyayla,9,16.62
Burdur,Altınyayla,10,26.14
Burdur,Altınyayla,11,38.57
Burdur,Altınyayla,12,49.52
Burdur,Ağlasun,1,61.29
Burdur,Ağlasun,2,56.45
Burdur,Ağlasun,3,56.38
Burdur,Ağlasun,4,47.69
Burdur,Ağlasun,5,42.26
Burdur,Ağlasun,6,29.52
Burdur,Ağlasun,7,10.45
Burdur,Ağlasun,8,12.82
Burdur,Ağlasun,9,19.32
Burdur,Ağlasun,10,29.21
Burdur,Ağlasun,11,44.33
Burdur,Ağlasun,12,56.09
Burdur,Bucak,1,56.73
Burdur,Bucak,2,52.44
Burdur,Bucak,3,50.74
Burdur,Bucak,4,44.07
Burdur,Bucak,5,39.33
Burdur,Bucak,6,25.5
Burdur,Bucak,7,8.5
Burdur,Bucak,8,10.9
Burdur,Bucak,9,16.85
Burdur,Bucak,10,27.64
Burdur,Bucak,11,41.1
Burdur,Bucak,12,51.36
Burdur,Gölhisar,1,55.42
Burdur,Gölhisar,2,49.88
