province,district,month,cloud_cover_pct
Istanbul,Ümraniye,1,68.92
Istanbul,Ümraniye,2,64.69
Istanbul,Ümraniye,3,63.43
Istanbul,Ümraniye,4,49.43
Istanbul,Ümraniye,5,52.48
Istanbul,Ümraniye,6,40.06
Istanbul,Ümraniye,7,21.12
Istanbul,Ümraniye,8,24.11
Istanbul,Ümraniye,9,37.09
Istanbul,Ümraniye,10,49.13
Istanbul,Ümraniye,11,58.9
Istanbul,Ümraniye,12,64.21
Istanbul,Üsküdar,1,68.55
Istanbul,Üsküdar,2,64.07
Istanbul,Üsküdar,3,62.69
Istanbul,Üsküdar,4,49.01
Istanbul,Üsküdar,5,51.79
Istanbul,Üsküdar,6,38.98
Istanbul,Üsküdar,7,19.23
Istanbul,Üsküdar,8,22.26
Istanbul,Üsküdar,9,35.96
Istanbul,Üsküdar,10,48.16
Istanbul,Üsküdar,11,58.16
Istanbul,Üsküdar,12,63.73
Istanbul,Şile,1,69.33
Istanbul,Şile,2,66.2
Istanbul,Şile,3,64.43
Istanbul,Şile,4,51.8
Istanbul,Şile,5,53.86
Istanbul,Şile,6,42.19
Istanbul,Şile,7,25.82
Istanbul,Şile,8,29.32
Istanbul,Şile,9,44.1
Istanbul,Şile,10,54.69
Istanbul,Şile,11,62.59
Istanbul,Şile,12,65.65
Istanbul,Şişli,1,68.55
Istanbul,Şişli,2,64.07
Istanbul,Şişli,3,62.69
Istanbul,Şişli,4,49.01
Istanbul,Şişli,5,51.79
Istanbul,Şişli,6,38.98
Istanbul,Şişli,7,19.23
Istanbul,Şişli,8,22.26
Istanbul,Şişli,9,35.96
Istanbul,Şişli,10,48.16
Istanbul,Şişli,11,58.16
Istanbul,Şişli,12,63.73
Izmir,Aliağa,1,51.78
Izmir,Aliağa,2,48.93
Izmir,Aliağa,3,47.91
Izmir,Aliağa,4,38.99
Izmir,Aliağa,5,38.12
Izmir,Aliağa,6,22.07
Izmir,Aliağa,7,4.06
Izmir,Aliağa,8,5.9
Izmir,Aliağa,9,17.01
Izmir,Aliağa,10,25.22
Izmir,Aliağa,11,41.31
Izmir,Aliağa,12,47.91
Izmir,Balçova,1,49.42
Izmir,Balçova,2,47.09
Izmir,Balçova,3,46.53
Izmir,Balçova,4,37.99
Izmir,Balçova,5,36.99
Izmir,Balçova,6,21.17
Izmir,Balçova,7,3.37
Izmir,Balçova,8,4.95
Izmir,Balçova,9,15.94
Izmir,Balçova,10,23.98
Izmir,Balçova,11,39.8
Izmir,Balçova,12,45.89
Izmir,Bayındır,1,52.99
Izmir,Bayındır,2,51.13
Izmir,Bayındır,3,50.26
Izmir,Bayındır,4,40.15
Izmir,Bayındır,5,39.71
Izmir,Bayındır,6,24.71
Izmir,Bayındır,7,5.11
Izmir,Bayındır,8,7.57
Izmir,Bayındır,9,16.31
Izmir,Bayındır,10,25.66
Izmir,Bayındır,11,40.56
Izmir,Bayındır,12,49.43
Izmir,Bergama,1,57.72
Izmir,Bergama,2,54.56
Izmir,Bergama,3,52.36
Izmir,Bergama,4,42.62
Izmir,Bergama,5,42.09
Izmir,Bergama,6,26.15
Izmir,Bergama,7,6.9
Izmir,Bergama,8,9.2
Izmir,Bergama,9,20.88
Izmir,Bergama,10,29.78
Izmir,Bergama,11,45.54
Izmir,Bergama,12,53.38
Izmir,Beydağ,1,51.24
Izmir,Beydağ,2,48.34
Izmir,Beydağ,3,48.68
Izmir,Beydağ,4,39.87
Izmir,Beydağ,5,38.95
Izmir,Beydağ,6,24.72
Izmir,Beydağ,7,6.08
Izmir,Beydağ,8,8.43
Izmir,Beydağ,9,15.37
Izmir,Beydağ,10,23.98
Izmir,Beydağ,11,38.74
Izmir,Beydağ,12,46.63
Izmir,Bornova,1,51.1
Izmir,Bornova,2,50.11
Izmir,Bornova,3,48.61
Izmir,Bornova,4,39.38
Izmir,Bornova,5,37.99
Izmir,Bornova,6,22.68
Izmir,Bornova,7,4.0
Izmir,Bornova,8,6.03
Izmir,Bornova,9,16.46
Izmir,Bornova,10,24.5
Izmir,Bornova,11,40.89
Izmir,Bornova,12,48.22
Adiyaman,Tut,1,58.51
Adiyaman,Tut,2,52.06
Adiyaman,Tut,3,53.37
Adiyaman,Tut,4,43.94
Adiyaman,Tut,5,36.77
Adiyaman,Tut,6,16.29
Adiyaman,Tut,7,4.48
Adiyaman,Tut,8,5.54
Adiyaman,Tut,9,10.66
Adiyaman,Tut,10,28.1
Adiyaman,Tut,11,41.8
Adiyaman,Tut,12,48.87
Adiyaman,Çelikhan,1,61.95
Adiyaman,Çelikhan,2,55.77
Adiyaman,Çelikhan,3,57.38
Adiyaman,Çelikhan,4,47.38
Adiyaman,Çelikhan,5,40.61
Adiyaman,Çelikhan,6,19.89
Adiyaman,Çelikhan,7,6.61
Adiyaman,Çelikhan,8,8.33
Adiyaman,Çelikhan,9,13.23
Adiyaman,Çelikhan,10,30.65
Adiyaman,Çelikhan,11,45.6
Adiyaman,Çelikhan,12,53.35
Afyon,Bayat,1,62.23
Afyon,Bayat,2,58.44
Afyon,Bayat,3,59.74
Afyon,Bayat,4,47.72
Afyon,Bayat,5,48.41
Afyon,Bayat,6,37.29
Afyon,Bayat,7,14.68
Afyon,Bayat,8,15.12
Afyon,Bayat,9,22.57
Afyon,Bayat,10,34.93
Afyon,Bayat,11,43.89
Afyon,Bayat,12,56.77
Afyon,Başmakçı,1,54.48
Afyon,Başmakçı,2,49.3
Afyon,Başmakçı,3,52.45
Afyon,Başmakçı,4,43.22
Afyon,Başmakçı,5,41.03
Afyon,Başmakçı,6,28.69
Afyon,Başmakçı,7,9.26
Afyon,Başmakçı,8,10.92
Afyon,Başmakçı,9,16.72
Afyon,Başmakçı,10,25.74
Afyon,Başmakçı,11,37.96
Afyon,Başmakçı,12,49.24
Afyon,Bolvadin,1,61.16
Afyon,Bolvadin,2,55.9
Afyon,Bolvadin,3,58.37
Afyon,Bolvadin,4,47.2
Afyon,Bolvadin,5,46.2
Afyon,Bolvadin,6,34.81
Afyon,Bolvadin,7,12.88
Afyon,Bolvadin,8,13.81
Afyon,Bolvadin,9,20.37
Afyon,Bolvadin,10,32.01
Afyon,Bolvadin,11,42.54
Afyon,Bolvadin,12,55.75
Afyon,Dazkırı,1,53.95
Afyon,Dazkırı,2,48.92
Afyon,Dazkırı,3,52.32
Afyon,Dazkırı,4,43.82
Afyon,Dazkırı,5,42.06
Afyon,Dazkırı,6,30.19
Afyon,Dazkırı,7,10.54
Afyon,Dazkırı,8,12.04
Afyon,Dazkırı,9,17.52
Afyon,Dazkırı,10,25.93
Afyon,Dazkırı,11,37.67
Afyon,Dazkırı,12,48.75
Afyon,Dinar,1,57.29
Afyon,Dinar,2,51.24
Afyon,Dinar,3,54.16
Afyon,Dinar,4,44.82
Afyon,Dinar,5,42.03
Afyon,Dinar,6,30.35
Afyon,Dinar,7,10.05
Afyon,Dinar,8,11.93
Afyon,Dinar,9,17.4
Afyon,Dinar,10,26.57
Afyon,Dinar,11,39.6
Afyon,Dinar,12,50.88
Afyon,Emirdağ,1,60.74
Afyon,Emirdağ,2,56.6
Afyon,Emirdağ,3,59.01
Afyon,Emirdağ,4,47.62
Afyon,Emirdağ,5,47.64
Afyon,Emirdağ,6,36.52
Afyon,Emirdağ,7,14.3
Afyon,Emirdağ,8,14.8
Afyon,Emirdağ,9,21.93
Afyon,Emirdağ,10,34.56
Afyon,Emirdağ,11,42.69
Afyon,Emirdağ,12,55.72
Afyon,Evciler,1,54.58
Afyon,Evciler,2,49.37
Afyon,Evciler,3,52.65
Afyon,Evciler,4,43.82
Afyon,Evciler,5,41.69
Afyon,Evciler,6,30.22
Afyon,Evciler,7,9.65
Afyon,Evciler,8,11.09
Afyon,Evciler,9,16.82
Afyon,Evciler,10,26.03
Afyon,Evciler,11,38.12
Afyon,Evciler,12,49.18
Afyon,Hocalar,1,59.64
Afyon,Hocalar,2,54.96
Afyon,Hocalar,3,58.01
Afyon,Hocalar,4,46.31
Afyon,Hocalar,5,45.6
Afyon,Hocalar,6,33.77
Afyon,Hocalar,7,12.28
Afyon,Hocalar,8,14.7
Afyon,Hocalar,9,20.78
Afyon,Hocalar,10,29.52
Afyon,Hocalar,11,42.61
Afyon,Hocalar,12,53.51
Trabzon,Araklı,1,67.88
Trabzon,Araklı,2,63.98
Trabzon,Araklı,3,69.68
Trabzon,Araklı,4,59.94
Trabzon,Araklı,5,60.45
Trabzon,Araklı,6,57.94
Trabzon,Araklı,7,52.31
Trabzon,Araklı,8,57.55
Trabzon,Araklı,9,55.12
Trabzon,Araklı,10,58.59
Trabzon,Araklı,11,57.25
Trabzon,Araklı,12,61.17
Trabzon,Arsin,1,67.81
Trabzon,Arsin,2,64.09
Trabzon,Arsin,3,69.9
Trabzon,Arsin,4,60.15
Trabzon,Arsin,5,60.56
Trabzon,Arsin,6,57.38
Trabzon,Arsin,7,51.35
Trabzon,Arsin,8,56.6
Trabzon,Arsin,9,54.92
Trabzon,Arsin,10,58.64
Trabzon,Arsin,11,57.28
Trabzon,Arsin,12,61.09
Trabzon,Beşikdüzü,1,68.81
Trabzon,Beşikdüzü,2,64.33
Trabzon,Beşikdüzü,3,68.59
Trabzon,Beşikdüzü,4,59.09
Trabzon,Beşikdüzü,5,58.52
Trabzon,Beşikdüzü,6,56.17
Trabzon,Beşikdüzü,7,47.8
Trabzon,Beşikdüzü,8,53.17
Trabzon,Beşikdüzü,9,49.82
Trabzon,Beşikdüzü,10,58.46
Trabzon,Beşikdüzü,11,58.14
Trabzon,Beşikdüzü,12,62.0
Trabzon,Dernekpazarı,1,68.29
Trabzon,Dernekpazarı,2,64.6
Trabzon,Dernekpazarı,3,70.64
Trabzon,Dernekpazarı,4,61.96
Trabzon,Dernekpazarı,5,61.29
Trabzon,Dernekpazarı,6,59.94
Trabzon,Dernekpazarı,7,56.49
Trabzon,Dernekpazarı,8,62.94
Trabzon,Dernekpazarı,9,57.02
Trabzon,Dernekpazarı,10,59.99
Trabzon,Dernekpazarı,11,58.4
Trabzon,Dernekpazarı,12,61.43
Trabzon,Düzköy,1,68.26
Trabzon,Düzköy,2,65.15
Trabzon,Düzköy,3,70.72
Trabzon,Düzköy,4,63.04
Trabzon,Düzköy,5,62.8
Trabzon,Düzköy,6,63.89
Trabzon,Düzköy,7,59.77
Trabzon,Düzköy,8,65.15
Trabzon,Düzköy,9,57.35
Trabzon,Düzköy,10,58.62
Trabzon,Düzköy,11,58.93
Trabzon,Düzköy,12,61.36
Trabzon,Hayrat,1,69.14
Trabzon,Hayrat,2,65.27
Trabzon,Hayrat,3,71.1
Trabzon,Hayrat,4,61.17
Trabzon,Hayrat,5,62.22
Trabzon,Hayrat,6,62.18
Trabzon,Hayrat,7,59.92
Trabzon,Hayrat,8,65.92
Trabzon,Hayrat,9,59.73
Trabzon,Hayrat,10,61.68
Trabzon,Hayrat,11,59.05
Trabzon,Hayrat,12,62.0
Trabzon,Köprübaşı,1,68.17
Trabzon,Köprübaşı,2,64.57
Trabzon,Köprübaşı,3,70.76
Trabzon,Köprübaşı,4,62.02
Trabzon,Köprübaşı,5,61.62
Trabzon,Köprübaşı,6,59.94
Trabzon,Köprübaşı,7,55.53
Trabzon,Köprübaşı,8,61.28
Trabzon,Köprübaşı,9,56.5
Trabzon,Köprübaşı,10,59.67
Trabzon,Köprübaşı,11,58.16
Trabzon,Köprübaşı,12,61.46
Trabzon,Maçka,1,68.41
Trabzon,Maçka,2,64.95
Trabzon,Maçka,3,71.29
Trabzon,Maçka,4,63.53
Trabzon,Maçka,5,62.55
Trabzon,Maçka,6,62.94
Trabzon,Maçka,7,58.5
Trabzon,Maçka,8,65.55
Trabzon,Maçka,9,58.07
Trabzon,Maçka,10,60.11
Trabzon,Maçka,11,59.74
Trabzon,Maçka,12,61.94
Trabzon,Merkez,1,67.74
Trabzon,Merkez,2,64.32
Trabzon,Merkez,3,70.32
Trabzon,Merkez,4,61.4
Trabzon,Merkez,5,61.6
Trabzon,Merkez,6,60.72
Trabzon,Merkez,7,54.31
Trabzon,Merkez,8,61.0
Trabzon,Merkez,9,56.69
Trabzon,Merkez,10,59.59
Trabzon,Merkez,11,58.62
Trabzon,Merkez,12,61.36
Trabzon,Of,1,68.67
Trabzon,Of,2,64.76
Trabzon,Of,3,70.4
Trabzon,Of,4,60.53
Trabzon,Of,5,61.59
Trabzon,Of,6,59.91
Trabzon,Of,7,56.46
Trabzon,Of,8,62.47
Trabzon,Of,9,57.25
Trabzon,Of,10,60.48
Trabzon,Of,11,58.05
Trabzon,Of,12,61.37
Diyarbakir,Lice,1,60.98
Diyarbakir,Lice,2,51.78
Diyarbakir,Lice,3,62.05
Diyarbakir,Lice,4,49.59
Diyarbakir,Lice,5,40.24
Diyarbakir,Lice,6,16.71
Diyarbakir,Lice,7,6.37
Diyarbakir,Lice,8,5.84
Diyarbakir,Lice,9,10.31
Diyarbakir,Lice,10,30.39
Diyarbakir,Lice,11,44.04
Diyarbakir,Lice,12,50.93
Diyarbakir,Merkez,1,60.99
Diyarbakir,Merkez,2,51.45
Diyarbakir,Merkez,3,60.86
Diyarbakir,Merkez,4,48.65
Diyarbakir,Merkez,5,39.29
Diyarbakir,Merkez,6,16.37
Diyarbakir,Merkez,7,5.37
Diyarbakir,Merkez,8,5.3
Diyarbakir,Merkez,9,9.96
Diyarbakir,Merkez,10,29.78
Diyarbakir,Merkez,11,43.42
Diyarbakir,Merkez,12,50.22
Diyarbakir,Silvan,1,59.37
Diyarbakir,Silvan,2,51.05
Diyarbakir,Silvan,3,60.48
Diyarbakir,Silvan,4,47.66
Diyarbakir,Silvan,5,38.15
Diyarbakir,Silvan,6,14.52
Diyarbakir,Silvan,7,5.58
Diyarbakir,Silvan,8,4.49
Diyarbakir,Silvan,9,8.85
Diyarbakir,Silvan,10,29.25
Diyarbakir,Silvan,11,42.84
Diyarbakir,Silvan,12,50.61
Diyarbakir,Çermik,1,61.36
Diyarbakir,Çermik,2,52.28
Diyarbakir,Çermik,3,57.08
Diyarbakir,Çermik,4,46.14
Diyarbakir,Çermik,5,38.01
Diyarbakir,Çermik,6,15.74
Diyarbakir,Çermik,7,4.77
Diyarbakir,Çermik,8,5.46
Diyarbakir,Çermik,9,9.99
Diyarbakir,Çermik,10,28.92
Diyarbakir,Çermik,11,42.72
Diyarbakir,Çermik,12,51.02
Diyarbakir,Çüngüş,1,62.16
Diyarbakir,Çüngüş,2,53.56
Diyarbakir,Çüngüş,3,57.17
Diyarbakir,Çüngüş,4,46.32
Diyarbakir,Çüngüş,5,38.08
Diyarbakir,Çüngüş,6,15.78
Diyarbakir,Çüngüş,7,4.48
Diyarbakir,Çüngüş,8,5.43
Diyarbakir,Çüngüş,9,9.98
Diyarbakir,Çüngüş,10,28.81
Diyarbakir,Çüngüş,11,42.5
Diyarbakir,Çüngüş,12,51.88
Diyarbakir,Çınar,1,56.24
Diyarbakir,Çınar,2,49.36
Diyarbakir,Çınar,3,54.84
Diyarbakir,Çınar,4,44.25
Diyarbakir,Çınar,5,36.33
Diyarbakir,Çınar,6,13.94
Diyarbakir,Çınar,7,5.88
Diyarbakir,Çınar,8,5.02
Diyarbakir,Çınar,9,8.74
Diyarbakir,Çınar,10,28.76
Diyarbakir,Çınar,11,42.24
Diyarbakir,Çınar,12,49.05
Düzce,Akçakoca,1,68.24
Düzce,Akçakoca,2,66.54
Düzce,Akçakoca,3,65.3
Düzce,Akçakoca,4,53.85
Düzce,Akçakoca,5,55.7
Düzce,Akçakoca,6,47.51
Düzce,Akçakoca,7,29.29
Düzce,Akçakoca,8,30.7
Düzce,Akçakoca,9,40.54
Düzce,Akçakoca,10,51.48
Düzce,Akçakoca,11,57.01
Düzce,Akçakoca,12,64.25
Düzce,Cumayeri,1,68.23
Düzce,Cumayeri,2,67.42
Düzce,Cumayeri,3,67.01
Düzce,Cumayeri,4,55.35
Düzce,Cumayeri,5,56.67
Düzce,Cumayeri,6,50.55
Düzce,Cumayeri,7,32.76
Düzce,Cumayeri,8,34.12
Düzce,Cumayeri,9,42.74
Düzce,Cumayeri,10,54.85
Düzce,Cumayeri,11,58.45
Düzce,Cumayeri,12,64.64
Düzce,Gölyaka,1,68.14
Düzce,Gölyaka,2,67.89
Düzce,Gölyaka,3,67.74
Düzce,Gölyaka,4,56.79
Düzce,Gölyaka,5,58.58
Düzce,Gölyaka,6,51.55
Düzce,Gölyaka,7,34.2
Düzce,Gölyaka,8,36.27
Düzce,Gölyaka,9,43.83
Düzce,Gölyaka,10,53.97
Düzce,Gölyaka,11,56.64
Düzce,Gölyaka,12,64.66
Düzce,Gümüşova,1,68.52
Düzce,Gümüşova,2,67.61
Düzce,Gümüşova,3,67.62
Düzce,Gümüşova,4,56.38
Düzce,Gümüşova,5,58.11
Düzce,Gümüşova,6,52.55
Düzce,Gümüşova,7,35.65
Düzce,Gümüşova,8,36.78
Düzce,Gümüşova,9,44.5
Düzce,Gümüşova,10,55.84
Düzce,Gümüşova,11,58.36
Düzce,Gümüşova,12,64.7
Mugla,Ula,1,53.65
Mugla,Ula,2,47.55
Mugla,Ula,3,46.71
Mugla,Ula,4,37.9
Mugla,Ula,5,34.11
Mugla,Ula,6,18.91
Mugla,Ula,7,4.79
Mugla,Ula,8,5.84
Mugla,Ula,9,12.16
Mugla,Ula,10,23.61
Mugla,Ula,11,39.45
Mugla,Ula,12,48.11
Mugla,Yatağan,1,53.46
Mugla,Yatağan,2,48.02
Mugla,Yatağan,3,47.48
Mugla,Yatağan,4,38.88
Mugla,Yatağan,5,36.55
Mugla,Yatağan,6,21.2
Mugla,Yatağan,7,5.84
Mugla,Yatağan,8,8.45
Mugla,Yatağan,9,14.63
Mugla,Yatağan,10,24.24
Mugla,Yatağan,11,40.23
Mugla,Yatağan,12,48.42
Mus,Bulanık,1,62.24
Mus,Bulanık,2,52.55
Mus,Bulanık,3,61.44
Mus,Bulanık,4,50.48
Mus,Bulanık,5,45.86
Mus,Bulanık,6,20.53
Mus,Bulanık,7,10.73
Mus,Bulanık,8,9.93
Mus,Bulanık,9,12.96
Mus,Bulanık,10,33.08
Mus,Bulanık,11,45.32
Mus,Bulanık,12,56.51
Mus,Hasköy,1,60.35
Mus,Hasköy,2,53.14
Mus,Hasköy,3,63.39
Mus,Hasköy,4,51.12
Mus,Hasköy,5,43.75
Mus,Hasköy,6,18.77
Mus,Hasköy,7,9.67
Mus,Hasköy,8,8.22
Mus,Hasköy,9,12.39
Mus,Hasköy,10,32.68
Mus,Hasköy,11,45.61
Mus,Hasköy,12,54.34
Mus,Korkut,1,59.62
Mus,Korkut,2,52.53
Mus,Korkut,3,63.03
Mus,Korkut,4,50.98
Mus,Korkut,5,43.39
Mus,Korkut,6,18.46
Mus,Korkut,7,8.78
Mus,Korkut,8,7.79
Mus,Korkut,9,11.64
Mus,Korkut,10,32.13
Mus,Korkut,11,44.86
Mus,Korkut,12,53.79
Mus,Malazgirt,1,58.05
Mus,Malazgirt,2,49.57
Mus,Malazgirt,3,60.42
Mus,Malazgirt,4,50.03
Mus,Malazgirt,5,45.4
Mus,Malazgirt,6,20.64
Mus,Malazgirt,7,10.97
Mus,Malazgirt,8,9.77
Mus,Malazgirt,9,13.02
Mus,Malazgirt,10,32.47
Mus,Malazgirt,11,43.76
Mus,Malazgirt,12,52.23
Mus,Merkez,1,59.76
Mus,Merkez,2,52.79
Mus,Merkez,3,63.44
Mus,Merkez,4,51.86
Mus,Merkez,5,44.52
Mus,Merkez,6,19.41
Mus,Merkez,7,9.44
Mus,Merkez,8,8.75
Mus,Merkez,9,12.58
Mus,Merkez,10,32.6
Mus,Merkez,11,45.25
Mus,Merkez,12,53.41
Mus,Varto,1,59.05
Mus,Varto,2,52.59
Mus,Varto,3,63.41
Mus,Varto,4,53.11
Mus,Varto,5,47.21
Mus,Varto,6,22.4
Mus,Varto,7,11.25
Mus,Varto,8,10.38
Mus,Varto,9,15.56
Mus,Varto,10,33.63
Mus,Varto,11,46.17
Mus,Varto,12,52.5
Nevsehir,Acıgöl,1,57.62
Nevsehir,Acıgöl,2,52.03
Nevsehir,Acıgöl,3,56.57
Nevsehir,Acıgöl,4,49.01
Nevsehir,Acıgöl,5,43.39
Nevsehir,Acıgöl,6,30.0
Nevsehir,Acıgöl,7,9.48
Nevsehir,Acıgöl,8,9.48
Nevsehir,Acıgöl,9,14.96
Nevsehir,Acıgöl,10,30.12
Nevsehir,Acıgöl,11,39.0
Nevsehir,Acıgöl,12,51.29
Nevsehir,Avanos,1,58.7
Nevsehir,Avanos,2,53.48
Nevsehir,Avanos,3,57.9
Nevsehir,Avanos,4,50.03
Nevsehir,Avanos,5,45.95
Nevsehir,Avanos,6,32.03
Nevsehir,Avanos,7,10.91
Nevsehir,Avanos,8,10.08
Nevsehir,Avanos,9,16.21
Nevsehir,Avanos,10,31.74
Nevsehir,Avanos,11,40.36
Nevsehir,Avanos,12,52.54
Amasya,Suluova,1,64.57
Amasya,Suluova,2,61.11
Amasya,Suluova,3,64.81
Amasya,Suluova,4,54.75
Amasya,Suluova,5,53.08
Amasya,Suluova,6,42.05
Amasya,Suluova,7,22.45
Amasya,Suluova,8,22.6
Amasya,Suluova,9,30.83
Amasya,Suluova,10,47.28
Amasya,Suluova,11,48.41
Amasya,Suluova,12,58.81
Amasya,Taşova,1,66.33
Amasya,Taşova,2,64.45
Amasya,Taşova,3,69.02
Amasya,Taşova,4,58.75
Amasya,Taşova,5,58.58
Amasya,Taşova,6,52.27
Amasya,Taşova,7,39.35
Amasya,Taşova,8,40.48
Amasya,Taşova,9,46.68
Amasya,Taşova,10,59.04
Amasya,Taşova,11,53.87
Amasya,Taşova,12,60.79
Ankara,Akyurt,1,61.64
Ankara,Akyurt,2,58.34
Ankara,Akyurt,3,59.07
Ankara,Akyurt,4,49.92
Ankara,Akyurt,5,50.72
Ankara,Akyurt,6,37.98
Ankara,Akyurt,7,14.67
Ankara,Akyurt,8,14.41
Ankara,Akyurt,9,22.17
Ankara,Akyurt,10,34.65
Ankara,Akyurt,11,44.72
Ankara,Akyurt,12,57.26
Ankara,Altındağ,1,60.32
Ankara,Altındağ,2,56.25
Ankara,Altındağ,3,58.4
Ankara,Altındağ,4,49.63
Ankara,Altındağ,5,48.12
Ankara,Altındağ,6,36.27
Ankara,Altındağ,7,13.42
Ankara,Altındağ,8,13.79
Ankara,Altındağ,9,21.22
Ankara,Altındağ,10,33.01
Ankara,Altındağ,11,43.11
Ankara,Altındağ,12,55.78
Ankara,Ayaş,1,60.93
Ankara,Ayaş,2,56.61
Ankara,Ayaş,3,58.43
Ankara,Ayaş,4,49.7
Ankara,Ayaş,5,48.3
Ankara,Ayaş,6,36.97
Ankara,Ayaş,7,13.93
Ankara,Ayaş,8,14.63
Ankara,Ayaş,9,21.79
Ankara,Ayaş,10,32.74
Ankara,Ayaş,11,43.42
Ankara,Ayaş,12,56.54
Ankara,Bala,1,59.37
Ankara,Bala,2,54.72
Ankara,Bala,3,57.4
Ankara,Bala,4,48.55
Ankara,Bala,5,46.34
Ankara,Bala,6,34.19
Ankara,Bala,7,12.94
Ankara,Bala,8,13.5
Ankara,Bala,9,20.19
Ankara,Bala,10,32.36
Ankara,Bala,11,41.33
Ankara,Bala,12,55.53
Ankara,Beypazarı,1,61.52
Ankara,Beypazarı,2,58.1
Ankara,Beypazarı,3,58.49
Ankara,Beypazarı,4,49.82
Ankara,Beypazarı,5,49.98
Ankara,Beypazarı,6,38.43
Ankara,Beypazarı,7,14.65
Ankara,Beypazarı,8,15.46
Ankara,Beypazarı,9,23.52
Ankara,Beypazarı,10,33.9
Ankara,Beypazarı,11,45.09
Ankara,Beypazarı,12,56.64
Ankara,Elmadağ,1,59.0
Ankara,Elmadağ,2,56.13
Ankara,Elmadağ,3,58.05
Ankara,Elmadağ,4,49.35
Ankara,Elmadağ,5,48.69
Ankara,Elmadağ,6,35.73
Ankara,Elmadağ,7,14.15
Ankara,Elmadağ,8,14.54
Ankara,Elmadağ,9,21.9
Ankara,Elmadağ,10,33.76
Ankara,Elmadağ,11,41.73
Ankara,Elmadağ,12,55.51
Ankara,Etimesgut,1,60.55
Ankara,Etimesgut,2,55.96
Ankara,Etimesgut,3,57.86
Ankara,Etimesgut,4,49.31
Ankara,Etimesgut,5,47.62
Ankara,Etimesgut,6,35.73
Ankara,Etimesgut,7,12.9
Ankara,Etimesgut,8,13.36
Ankara,Etimesgut,9,20.77
Ankara,Etimesgut,10,32.56
Ankara,Etimesgut,11,43.09
Ankara,Etimesgut,12,56.93
Ankara,Evren,1,62.47
Ankara,Evren,2,55.15
Ankara,Evren,3,56.89
Ankara,Evren,4,46.59
Ankara,Evren,5,43.7
Ankara,Evren,6,30.39
Ankara,Evren,7,9.79
Ankara,Evren,8,9.61
Ankara,Evren,9,16.55
Ankara,Evren,10,31.73
Ankara,Evren,11,44.5
Ankara,Evren,12,61.54
Karabük,Yenice,1,69.23
Karabük,Yenice,2,68.21
Karabük,Yenice,3,67.71
Karabük,Yenice,4,56.29
Karabük,Yenice,5,58.89
Karabük,Yenice,6,50.57
Karabük,Yenice,7,30.19
Karabük,Yenice,8,29.92
Karabük,Yenice,9,38.12
Karabük,Yenice,10,52.4
Karabük,Yenice,11,56.2
Karabük,Yenice,12,64.43
Karaman,Ayrancı,1,57.59
Karaman,Ayrancı,2,51.55
Karaman,Ayrancı,3,52.05
Karaman,Ayrancı,4,43.9
Karaman,Ayrancı,5,37.05
Karaman,Ayrancı,6,22.71
Karaman,Ayrancı,7,5.88
Karaman,Ayrancı,8,6.48
Karaman,Ayrancı,9,11.18
Karaman,Ayrancı,10,26.01
Karaman,Ayrancı,11,36.82
Karaman,Ayrancı,12,51.04
Karaman,Başyayla,1,63.64
Karaman,Başyayla,2,55.03
Karaman,Başyayla,3,52.33
Karaman,Başyayla,4,41.2
Karaman,Başyayla,5,34.49
Karaman,Başyayla,6,20.29
Karaman,Başyayla,7,7.81
Karaman,Başyayla,8,8.47
Karaman,Başyayla,9,11.72
Karaman,Başyayla,10,27.1
Karaman,Başyayla,11,40.99
Karaman,Başyayla,12,56.46
Karaman,Ermenek,1,58.7
Karaman,Ermenek,2,51.42
Karaman,Ermenek,3,48.18
Karaman,Ermenek,4,39.01
Karaman,Ermenek,5,32.68
Karaman,Ermenek,6,18.86
Karaman,Ermenek,7,6.89
Karaman,Ermenek,8,7.65
Karaman,Ermenek,9,10.52
Karaman,Ermenek,10,25.16
Karaman,Ermenek,11,38.56
Karaman,Ermenek,12,52.67
Karaman,Kazımkarabekir,1,58.15
Karaman,Kazımkarabekir,2,52.03
Karaman,Kazımkarabekir,3,52.46
Karaman,Kazımkarabekir,4,44.07
Karaman,Kazımkarabekir,5,37.44
Karaman,Kazımkarabekir,6,25.12
Karaman,Kazımkarabekir,7,7.73
Karaman,Kazımkarabekir,8,8.22
Karaman,Kazımkarabekir,9,13.78
Karaman,Kazımkarabekir,10,27.49
Karaman,Kazımkarabekir,11,38.78
Karaman,Kazımkarabekir,12,54.18
Karaman,Merkez,1,60.01
Karaman,Merkez,2,52.41
Karaman,Merkez,3,51.86
Karaman,Merkez,4,43.32
Karaman,Merkez,5,36.0
Karaman,Merkez,6,23.09
Karaman,Merkez,7,6.48
Karaman,Merkez,8,7.21
Karaman,Merkez,9,11.9
Karaman,Merkez,10,26.75
Karaman,Merkez,11,38.48
Karaman,Merkez,12,54.1
Karaman,Sarıveliler,1,67.45
Karaman,Sarıveliler,2,58.8
Karaman,Sarıveliler,3,55.41
Karaman,Sarıveliler,4,44.06
Karaman,Sarıveliler,5,36.34
Karaman,Sarıveliler,6,22.03
Karaman,Sarıveliler,7,9.01
Karaman,Sarıveliler,8,9.96
Karaman,Sarıveliler,9,13.36
Karaman,Sarıveliler,10,29.03
Karaman,Sarıveliler,11,43.58
